,Name,Absolute URL,Category,Description
91, Cboe Theo Calc,https://www.programmableweb.com/api/cboe-theo-calc-rest-api-v10, Financial," The Cboe Theo Calc API allows you to integrate Cboe benchmark theoretical values into your work flow and automate execution monitoring and error detection. Cboe LiveVol is an equity and index options technology and services data provider for professional and retail traders. This includes market data for; Backtester, Custom Scans, Market at a Glance, Market Reference, Option Scans, Theo Calculator, Trade Review and more. Cboe tools, data, and custom analytics services offers technology and data solutions for a consolidated feed, real-time programmatic analysis and scanning, historical files and back testing, real-time decision support, flat files, XML web services, web components, custom development and consulting."
92, Cboe LiveVol’s Market at a Glance ,https://www.programmableweb.com/api/cboe-livevols-market-glance-rest-api-v10, Financial," The Cboe LiveVol Market at a Glance API allows you to Get trades, quotes, implied volatility and market stats on the US equity and options markets. Cboe LiveVol is an equity and index options technology and services data provider for professional and retail traders. This includes market data for; Backtester, Custom Scans, Market at a Glance, Market Reference, Option Scans, Theo Calculator, Trade Review and more. Cboe tools, data, and custom analytics services offers technology and data solutions for a consolidated feed, real-time programmatic analysis and scanning, historical files and back testing, real-time decision support, flat files, XML web services, web components, custom development and consulting."
93, Veracode Admin,https://www.programmableweb.com/api/veracode-admin-rest-api-v30, Security, The Veracode Admin API facilitates the creation and management of users and teams in the Veracode Platform. CA Veracode is a provider of application security and application testing services to enterprises across the world.
94, AWS X-ray,https://www.programmableweb.com/api/aws-x-ray-rest-api, Tools," The AWS X-Ray API allows you to manage debug traces, retrieve service maps, data created by processing those traces and more. It is a service that collects data for requests that an application serves, and provides tools to view, filter, and gain insights into that data. Amazon Web Services provides Cloud computing that delivers database storage, applications, and other IT resources through a cloud services platform via the internet with pay-as-you-go pricing. This API is indirect access please refer to the SDKs below."
95, Scanova QR Code Generation,https://www.programmableweb.com/api/scanova-qr-code-generation-rest-api-v20, QR Codes," The Scanova QR Code Generation API can be used to generate custom scannable codes. Responses are JSON formatted. Scanova offers lead generation, personalized QR codes, analytics, dynamic QR codes, and enterprise features. Scanova offers annual, bi-annual, quarterly, and monthly payment plans."
96, Rss2Json,https://www.programmableweb.com/api/rss2json-rest-api-v1, Conversions," The Rss2Json API allows developers to convert an RSS feed to JSON by submitting its URL. The items in a feed can be sorted by publication date, title, or author in ascending or descending order. Developers will need an API key, which they can get by logging in or creating an account."
97, W3C Web of Things (WoT) Scripting,https://www.programmableweb.com/api/w3c-web-things-wot-scripting-nativebrowser-api, Standards," The Web of Things (WoT) Scripting uses WoT interfaces to provide layered interoperability between Things. The W3C Web of Things (WoT) Scripting API is designed to facilitate script runs on a Thing for purposes of discovering and consuming other Things and to expose Things characterized by properties, actions, and events."
98, WhoisXML Reverse NS,https://www.programmableweb.com/api/whoisxml-reverse-ns-rest-api-v10, Domains," The Whois XML Reverse NS API allows developers to find all the domains using the same name server. It can be used to uncover connected domains that may appear unrelated, perform research on suspicious name servers, and so on. This service covers close to 1.5 billion domains and subdomains and updates almost 200 million NS records daily."
99, WhoisXML Reverse MX,https://www.programmableweb.com/api/whoisxml-reverse-mx-rest-api-v10, Domains, The WhoisXML Reverse MX API enables developers to discover all domains using the same mail server. It covers close to 1.5 billion domains and subdomains and updates more than 140 million MX records daily. This API could be used to identify connected domains that seem unrelated on the surface or to determine whether the developer is sharing their server with any malicious organizations that may cause them to be blacklisted.
100, WhoisXML IP Geolocation,https://www.programmableweb.com/api/whoisxml-ip-geolocation-rest-api-v10, Domains," The WhoisXML IP Geolocation API allows developers to get the physical location for an IP address. This can be used to personalize site content by detecting users from different countries, customize currencies shown on e-commerce sites, etc. It can also be used for security purposes to identify and prevent risky situations with regard to users’ originating country; and access blocking, comparing visitor data to known customer locations to detect possible fraud and identity theft."
101, Google Cloud Firestore RPC,https://www.programmableweb.com/api/google-cloud-firestore-rpc-rpc-api, Database," The Cloud Firestore Admin API provides several administrative services for Cloud Firestore. Firebase helps with tools to develop applications, to grow your user base. It enable you with the ability to monetize your business. Google Cloud helps developers build with cloud tools and infrastructure, applications, maps and devices."
102, Google Cloud Spanner gRPC,https://www.programmableweb.com/api/google-cloud-spanner-grpc-rpc-api, Database," The Google Cloud Spanner RPC API is a scalable, enterprise-grade, globally-distributed, relational database service that is built for the cloud. It allows you to combine the benefits of relational database structure with non-relational horizontal scale. Google Cloud helps developers build with cloud tools and infrastructure, applications, maps and devices."
103, Google Cloud mySQL,https://www.programmableweb.com/api/google-cloud-mysql-rest-api-v10, SQL," The Google Cloud SQL API provides a REST service for administering instances programmatically. Google Cloud helps developers build with cloud tools and infrastructure, applications, maps and devices."
104, Google Blogger,https://www.programmableweb.com/api/google-blogger-rest-api-v30, Tools," The Google Blogger API allows client applications to view and update Blogger content. It provides a way to add a running list of blog posts, pages and comments to a non-Blogger hosted site, create browser based applications and mobile apps that enable people to create and manage their posts from where ever they are, and more. Google is a technology company that specializes in Internet-related services and products that includes online advertising technologies, search, cloud computing, software, and hardware."
105, Google G Suite Admin SDK Shared Contacts,https://www.programmableweb.com/api/google-g-suite-admin-sdk-shared-contacts-rpc-api, Tools," The Google G Suite Admin SDK Shared Contacts API allows client applications to retrieve and update external contacts that are shared to all users in a Google Apps domain. The Shared Contacts API is intended for external contacts and is only available to G Suite and Education accounts. Google is a technology company that specializes in Internet-related services and products that includes online advertising technologies, search, cloud computing, software, and hardware."
106, Google G Suite Admin SDK Reseller,https://www.programmableweb.com/api/google-g-suite-admin-sdk-reseller-rest-api-v10, Tools," The Google G Suite Admin SDK Reseller API allows you to place customer orders and manage G Suite monthly post-pay subscriptions. It is used for authorized reseller developers and service integrators that would like to write client applications to manage customer orders and subscriptions. Google is a technology company that specializes in Internet-related services and products that includes online advertising technologies, search, cloud computing, software, and hardware."
107, Google G Suite Admin SDK Reports ,https://www.programmableweb.com/api/google-g-suite-admin-sdk-reports-rest-api-v10, Tools," The Google Admin SDK Reports API provides an activity reports list with dated information for activities in a specific G Suite service. This includes; Admin activity, Google Drive activity reports Login activity and more. Google is a technology company that specializes in Internet-related services and products that includes online advertising technologies, search, cloud computing, software, and hardware."
108, WhoisXML Reverse IP,https://www.programmableweb.com/api/whoisxml-reverse-ip-rest-api-v10, Domains," The WhoisXML Reverse IP/DNS API gives developers the ability to discover all connected domain names hosted on the same IP address. This allows detecting suspicious or dangerous sites, preventing overblocking, and conducting penetration testing. The API can also be used for SEO and brand protection purposes and to improve web hosting reputation. It covers close to 1.5 billion domains and subdomains with more than 1.2 billion IPv4 addresses updated daily. Both free and paid subscription plans are available. The free plan is limited to 100 queries per month."
109, Google Admin SDK Directory,https://www.programmableweb.com/api/google-admin-sdk-directory-rest-api-v10, Tools," The Google Admin SDK Directory API allows you to perform administrative operations on users, groups, organizational units, and devices in your account. Google is a technology company that specializes in Internet-related services and products that includes online advertising technologies, search, cloud computing, software, and hardware."
110, Google AdSense Management,https://www.programmableweb.com/api/google-adsense-management-rest-api-v14, Tools," The Google AdSense Management API allows you to get reports on AdSense earnings and manage AdSense inventory. It provides a way to list your AdSense account payments in the corresponding currency, dismiss an alert by calling the delete method and more. Google is a technology company that specializes in Internet-related services and products that includes online advertising technologies, search, cloud computing, software, and hardware."
111, Google Ad Exchange Buyer,https://www.programmableweb.com/api/google-ad-exchange-buyer-rest-api-v2, Tools," The Ad Exchange Buyer REST API allows applications to access and update account information, to submit creatives, and discover direct deals that sellers make available. It allows you to access real-time bidding account information, submit creatives for verification, check the status of a submitted creative and more. Google is a technology company that specializes in Internet-related services and products that includes online advertising technologies, search, cloud computing, software, and hardware."
112, Google Accelerated Mobile Pages Cache ,https://www.programmableweb.com/api/google-accelerated-mobile-pages-cache-rest-api-v1, Tools," The Google Accelerated Mobile Pages Cache API retrieves a list of AMP URLs for a given list of public URLs. Google AMP Cache serves cached copies of valid AMP content published to the web that is available for anyone. The AMP Project is an open-source initiative that enables the creation of websites and ads that are consistently fast, beautiful and high-performing across devices and distribution platforms."
113, Google Discovery Service,https://www.programmableweb.com/api/google-discovery-service-rest-api-v10, Tools," The Google Discovery Service API provides a way to build client libraries, IDE plugins, and other tools that interact with Google APIs. It provides a lightweight, JSON-based API that exposes machine-readable metadata about Google APIs, including: a directory of supported APIs, a machine-readable ""Discovery document"" for each of the supported APIs that includes, a list of API resource schemas based on JSON Schema and more. All calls to the API are unauthenticated, REST requests that are built on two concepts; The APIs Directory: a list of all APIs that are supported by the APIs Discovery Service, and the discovery document; a machine-readable description of a particular API."
114, Google Service Consumer Management,https://www.programmableweb.com/api/google-service-consumer-management-rest-api-v1, Tools," The Service Consumer Management API provides management methods for configuring service producer resources on Google Cloud. The Google Cloud Platform allows you to build, test, and deploy applications on Google's infrastructure for your web, mobile, and backend solutions. Google Cloud helps developers build with cloud tools, applications, maps and devices."
115, Google Service Control,https://www.programmableweb.com/api/google-service-control-rest-api-v1, Tools," The Google Service Control API provides control plane functionality to managed services, such as logging, monitoring, and status checks. It is a Google Cloud Platform infrastructure service that is used by Google APIs and Google Cloud Endpoints. The Google Cloud Platform allows you to build, test, and deploy applications on Google's infrastructure for your web, mobile, and backend solutions. Google Cloud helps developers build with cloud tools, applications, maps and devices."
116, Google Service Management RPC,https://www.programmableweb.com/api/google-service-management-rpc-rpc-api, Tools," The Google Service Management API allows service producers to publish their services on Google Cloud Platform so that they can be discovered and used by service consumers. Google Service Management is an infrastructure service of Google Cloud Platform that manages other APIs and services, including Google's own Cloud Platform services and their APIs, and services created using Google Cloud Endpoints. The Google Cloud Platform allows you to build, test, and deploy applications on Google's infrastructure for your web, mobile, and backend solutions. Google Cloud helps developers build with cloud tools, applications, maps and devices."
117, Google Service Management,https://www.programmableweb.com/api/google-service-management-rest-api-v1, Tools," The Google Service Management API allows service producers to publish their services on Google Cloud Platform so that they can be discovered and used by service consumers. Google Service Management is an infrastructure service of Google Cloud Platform that manages other APIs and services, including Google's own Cloud Platform services and their APIs, and services created using Google Cloud Endpoints. The Google Cloud Platform allows you to build, test, and deploy applications on Google's infrastructure for your web, mobile, and backend solutions. Google Cloud helps developers build with cloud tools, applications, maps and devices."
118, Google Identity and Access Management,https://www.programmableweb.com/api/google-identity-and-access-management-rest-api-v1, Tools," The Google Identity and Access Management API manages identity and access control for Google Cloud Platform resources that you can use to authenticate to Google and make API calls. It is access control that lets administrators authorize who can take action on specific resources. Cloud IAM provides a unified view into security policy across your entire organization, with built-in auditing to ease compliance processes.The Google Cloud Platform allows you to build, test, and deploy applications on Google's infrastructure for your web, mobile, and backend solutions. Google Cloud helps developers build with cloud tools, applications, maps and devices."
119, Google Cloud Runtime Configuration,https://www.programmableweb.com/api/google-cloud-runtime-configuration-rest-api-v10, Tools," The Google Cloud Runtime Configuration API allows you to dynamically configure and expose variables through Google Cloud Platform. In addition, you can also set Watchers and Waiters that will watch for changes to your data and return based on certain conditions. Google Cloud helps developers build with cloud tools and infrastructure, applications, maps and devices."
120, Google Stackdriver Trace,https://www.programmableweb.com/api/google-stackdriver-trace-rest-api-v10, Tools," The Stackdriver Trace API allows you to send and retrieve latency data to and from Stackdriver Trace. This API provides low-level interfaces for interacting directly with the feature. Stackdriver Trace is a distributed tracing system that collects latency data from your applications and displays it in the Google Cloud Platform Console. It automatically analyzes all of your application's traces to generate in-depth latency reports to surface performance degradations, and can capture traces from all of your VMs, containers, or Google App Engine projects. Google Cloud helps developers build with cloud tools and infrastructure, applications, maps and devices."
121, Google Stackdriver Error Reporting,https://www.programmableweb.com/api/google-stackdriver-error-reporting-rest-api-v1, Tools," The Google Stackdriver Error Reporting API groups and counts similar errors from cloud services and applications, reports new errors, and provides access to error groups and their associated errors. It allows you to Identify and understand your application errors with real-time exception monitoring and alerting. Stackdriver Error Reporting counts, analyzes and aggregates the crashes in your running cloud services. Google Cloud helps developers build with cloud tools and infrastructure, applications, maps and devices."
122, Google Stackdriver Debugger RPC,https://www.programmableweb.com/api/google-stackdriver-debugger-rpc-rpc-api, Tools," The Stackdriver Debugger RPC API examines the call stack and variables of a running application without stopping or slowing it down. It allows you to interact with the backends using gRPC. Google Cloud helps developers build with cloud tools and infrastructure, applications, maps and devices."
123, Google Stackdriver Debugger,https://www.programmableweb.com/api/google-stackdriver-debugger-rest-api-v20, Tools," The Stackdriver Debugger API examines the call stack and variables of a running application without stopping or slowing it down. It allows applications to interact with the Google Stackdriver Debugger backends. The Debugger interface provides a way to implement a Stackdriver Debugger client that allows users to set and delete the breakpoints at which the state data is collected, as well as read the data that is captured. Google Cloud helps developers build with cloud tools and infrastructure, applications, maps and devices."
124, Google Cloud Natural Language RPC,https://www.programmableweb.com/api/google-cloud-natural-language-rpc-rpc-api-v10, Tools," Google Cloud Natural Language API provides natural language understanding technologies to developers. This includes examples for sentiment analysis, entity recognition, entity sentiment analysis, and text annotations. Google Cloud helps developers build with cloud tools and infrastructure, applications, maps and devices."
125, Google App Engine Admin ,https://www.programmableweb.com/api/google-app-engine-admin-rest-api-v10, Tools," The Google App Engine Admin API allows developers to provision and manage their App Engine applications. It provides a way to build modern web and mobile applications on an open cloud platform using your own language runtimes, frameworks, and third party libraries. It enables developers with the ability to build scalable web and mobile backends in any language on Google’s infrastructure."
126, Google Apps Script,https://www.programmableweb.com/api/google-apps-script-rest-api-v10, Tools," The Google Apps Script API allows you to use JavaScript to interact with various Google products that include; Calendar, Docs, Drive, Gmail, Sheets, Contacts, Slides and more. It provides a way to automate tasks like spreadsheet and add buttons, and other interface components for gathering user input. Apps Script enables you to increase the power of your Google apps on a JavaScript platform in the cloud."
127, APIseeds BuildWith,https://www.programmableweb.com/api/apiseeds-buildwith-rest-api, SEO, BuildWith API provides access to the technology information about a website. The API sends requests in URI Query String/CRUD format and returns responses in JSON format. APIseeds provides a suite of simple APIs for enriching applications.
128, Apiseeds Lyrics,https://www.programmableweb.com/api/apiseeds-lyrics-rest-api, Lyrics," The Apiseeds Lyrics API provides a searchable lyrics database with over one million song lyrics. The API supports the following responses: tracks, artists, language, and names. JSON is the preferred response format. APIseeds provides simple APIs for enriching applications."
129, SendX ,https://www.programmableweb.com/api/sendx-rest-api, Marketing, SendX is a provider of email marketing automation tools and other marketing solutions. The integration SendX JavaScript API simplifies the addition of contacts or addition of emails or initiation of drip sequences to them. It also makes it easier to associate tags with contacts and update custom fields.
130, Greendeck,https://www.programmableweb.com/api/greendeck-rest-api, Tools," Greendeck is a provider of AI-powered pricing optimization tools. The Greendeck API provides access to various endpoints that include authentication, products, events, transactions, and fetch price that represent the various price optimization tools of the company. The API is useful to determine competitive prices, customer segmentations, personalized product and feature bundling, maximum revenue and more. The RESTful API conveys requests and responses in JSON format."
131, BioID Web Services SOAP ,https://www.programmableweb.com/api/bioid-web-services-soap-rpc-api, Security," This service provides access to the BioID Web SOAP API. The BioID Web Service is implemented as a Windows Communication Foundation service using the SOAP protocol. This allows platform-independent implementation on the customer's side. No installation on on-premise systems is needed since all access to BWS is done remotely over standard ports. The BioID service enables applications for Liveness detection, Ticketless check-in and Fraud prevention with liveness detection Face or voice similarity search. BioID Web Services (BWS) is a webcam based biometrics service for cloud, web, and mobile application developers."
132, Twist Webhooks,https://www.programmableweb.com/api/twist-webhooks-pushstreaming-api, Tools," The Twist Webhooks API is an incoming Webhook URL to post via some script or external system without setting up a Webserver with operations for Channel and Thread. This includes parameters for; install_id, user_id, user_name and more. The integration allows you to connect the installation to your app that includes an incoming Webhook URL, which you can use to manually post new threads into Twist. Doist is a remote-first company for Todoist, a productivity app that helps individuals and teams organize, and Twist; a communication app for teams who want to create an organized, productive workplace that provides a calmer, chat atmosphere with fewer distractions."
133, Twist,https://www.programmableweb.com/api/twist-rest-api-v20, Tools," This is the official Twist API. It is a communication tool for teams group chat apps that enables parameters for Users, Workspaces, Groups, Channels, Threads and more. Doist is a remote-first company for Todoist, a productivity app that helps individuals and teams organize, and Twist; a communication app for teams who want to create an organized, productive workplace that provides a calmer, chat atmosphere with fewer distractions."
134, Alexa Device Address,https://www.programmableweb.com/api/alexa-device-address-rest-api-v10, Tools," When a customer enables your Alexa skill, the Alexa Device Address API enables you to obtain the customer’s permission to use address data associated with the customer’s Alexa device. It allows you to use the address data to provide key functionality for the skill, or to enhance the customer experience. This API uses the address that the customer has entered manually. It does not have the capability of testing for GPS or other location-based data. Alexa is the voice service that powers Echo and provides a set of built-in abilities, or skills, that enable customers to interact with devices in a more intuitive way using voice commands. Amazon.com, Inc., is an American electronic commerce and cloud computing company that is one of the largest Internet-based retailer in the world by total sales and market capitalization."
135, Sphere Engine Problems,https://www.programmableweb.com/api/sphere-engine-problems-rest-api-v3, Tools," The Sphere Engine Problems API allows the management of sets of programming tasks. The API returns solutions in over 80 programming languages. The API supports correctness status, execution time, consumed memory, and more technical details. The Sphere Engine Problems API returns JSON encoded data. Sphere Engine is a provider of programming and other IT skills testing services."
136, Sphere Engine Compilers,https://www.programmableweb.com/api/sphere-engine-compilers-rest-api-v3, Tools," The Sphere Engine Compilers API offers a way to compile and run source code in a third-party application. The API can be used to upload source code, execute programs, execute programs with input data, and fetch results with information such as: generated output, standard error, execution time, and consumed memory. Responses are encoded in JSON format. Sphere Engine is a provider of programming and other IT skills testing services."
137, Configs.Cloud Configuration Management ,https://www.programmableweb.com/api/configscloud-configuration-management-rest-api-v10, Metadata," Configs.Cloud is configuration management software. This is a standardized implementation with many ""good practices"" built in as a framework and can be plugged in with any product. The product acts as a Metadata management solution, and when used with the right caching software - e.g. Hazelcast, could be used across Global Boundaries (or) as a microservice to sit on (any) cloud. The REST API can be used to programmatically retrieve configs for an environment, updating config values, retrieving by dataset ID, retrieving by environment, and more.
This product works out of the box as a hosted instance and integrated with any commercial product, providing a very configurable screen view for customers and operations.
Free Client code is hosted on GitHub and comes with Industry standard Caching APIs using very powerful - EhCache or using Hazelcast Caching.
Can be obtained as a Cloud Service, or as a On-Prem implementation on contacting us."
138, nanoSDK VAT Rates,https://www.programmableweb.com/api/nanosdk-vat-rates-rest-api-v10, Taxes," The nanoSDK VAT Rate API allows you to get EU VAT rates by country.The information is sourced from ec.europa.eu.Rate limits are 1 request per second per account. Pricing1 credit per request, with 25 free requests per month.
nanoSDK's microservices are user-friendly and can be used through explorers on nanosdk.com to speed up your application development.
You need to be authenticated and authorized to consume the services. You need at least one API Key and set the NanoSDK-Key header with this key. When the request is received, the key is validated. and allows the request form the moment you have enough credits.Pricing (one-time refill): credits: 20,000, price: $4.00; Simple pricing: $2 per 10,000 credits.You refill your balance with credits and spend them through our APIs. Your credits do not expire.Supported currencies: USD, EUR. All prices are exclusive of any applicable taxes.This API is currently in development."
139, nanoSDK VAT Validate,https://www.programmableweb.com/api/nanosdk-vat-validate-rest-api-v10, Taxes," The nanoSDK VAT Validate API allows you to validate EU VAT numbers.
nanoSDK's microservices are user-friendly and can be used through explorers on nanosdk.com to speed up your application development.
You need to be authenticated and authorized to consume the services. You need at least one API Key and set the NanoSDK-Key header with this key. When the request is received, the key is validated. and allows the request form the moment you have enough credits.
Rate limits: 5 requests per minute per account, 25 credits per request (with 5 free requests per month).Pricing (one-time refill): credits: 20,000, price: $4.00; Simple pricing: $2 per 10,000 credits.You refill your balance with credits and spend them through our APIs. Your credits do not expire.Supported currencies: USD, EUR. All prices are exclusive of any applicable taxes."
140, nanoSDK Email Validate,https://www.programmableweb.com/api/nanosdk-email-validate-rest-api-v10, Validation," The nanoSDK Validate Email API allows you to validate email addresses.
With this API you can: Process regex validation and check against disposable databases and Lookup for MX records (with a timeout of 10 seconds)
nanoSDK's microservices are user-friendly and can be used through explorers on nanosdk.com to speed up your application development.
You need to be authenticated and authorized to consume the services. You need at least one API Key and set the NanoSDK-Key header with this key. When the request is received, the key is validated. and allows the request form the moment you have enough credits.Pricing (one-time refill): credits: 20,000, price: $4.00; Simple pricing: $2 per 10,000 credits.You refill your balance with credits and spend them through our APIs. Your credits do not expire.Supported currencies: USD, EUR. All prices are exclusive of any applicable taxes.This API is currently in beta."
141, WhoisXML Bulk Whois,https://www.programmableweb.com/api/whoisxml-bulk-whois-rest-api-v20, Domains," The WhoisXML Bulk Whois API gives bulk access to 6.7+ billion WHOIS records for multiple lists of domains / IPs via a single REST API query. It covers 1.2+ billion domains and subdomains across 2,864+ TLDs and ccTLDs. Developers can get key data points such as registrant name, organization, e-mail address, registration address, registrar information, creation date, expiration date, updated date, domain availability, and domain age. Information is well-parsed and normalized to a consistent format in both XML and JSON for easy integration."
142, WhoisXML DNS Lookup,https://www.programmableweb.com/api/whoisxml-dns-lookup-rest-api-v20, Domains," The Whois XML DNS Lookup API allows identifying who is hosting a particular domain name or website, giving details about the owner's IP address, mail and name servers, and corresponding records (A record, MX records, TXT records, etc.). This is a REST API to perform DNS queries via simple HTTP requests, receiving your results back in JSON or XML format. It contains over 1.2 billion domains and subdomains and almost 150 million MX records and 200 million NS records updated daily. Developers and security specialists can use the API to detect or deal with cybercrime or network security issues, prevent spam or DDoS attacks, and gain a better understanding of an organization's IT infrastructure."
143, WhoisXML Registrant Alert,https://www.programmableweb.com/api/whoisxml-registrant-alert-rest-api-v20, Domains," The Whois XML Registrant Alert API allows developers to find out which domains were added or dropped by registrants matching the given search criteria (i.e., registrant info, name, email, phone, address, etc.). It can also alert users whenever search terms appear in newly-registered or just-expired domain names. The API is backed by a database containing close to 600 million domains and 6.7 billion+ WHOIS records. Practical uses include brand protection and domain names monitoring (including ownership changes) for domainers and registrars."
144, WhoisXML Domain Availability,https://www.programmableweb.com/api/whoisxml-domain-availability-rest-api-v20, Domains, The Whois XML Domain Availability API allows users to check whether a domain name is available for registration. It has a coverage of 6.0+ billion WHOIS records and close to 600 million domains tracked across 2.864+ TLDs. Query results are available in both parsed fields and raw text in XML & JSON format. WHOIS data is updated in near real-time.
145, Elsevier Engineering Village Retrieval,https://www.programmableweb.com/api/elsevier-engineering-village-retrieval-rest-api, Content, The Elsevier Engineering Village Retrieval API is a product of the RELX Group – a provider of information and analytic solution for professional and business use. It supports the integration of record recovery functionality for interacting with Engineering Village databases. The RESTful API sends requests and returns responses in JSON or XML format.
146, Elsevier Engineering Village Search,https://www.programmableweb.com/api/elsevier-engineering-village-search-rest-api, Content, The Elsevier Engineering Village Search API is a product of the RELX Group – a provider of information and analytics solution for professional and business use. The API supports the integration of the Expert Search functionality for exploring Engineering Village databases. The Expert Search feature is deployed alongside advanced Boolean logic and other functional parameters to provide powerful and flexible search experiences.
147, Skim Technologies,https://www.programmableweb.com/api/skim-technologies-rest-api-v2, Extraction," The Skim Technologies API extracts HTML content by using Machine Learning to access data from web pages such as page type, date, author, title, and body. Features include contextual understanding, data analysis, and data presentation.
Also, available NLP services within the API that returns entities, topics, and sentiment, including a ~100 word summary from the body of text. JSON formats available and API key as the authentication method. For additional information, contact apisupport@skim.it"
148, BlazeMeter Retrieve Logs,https://www.programmableweb.com/api/blazemeter-retrieve-logs-rest-api, Tools," This BlazeMeter API retrieves the Requests Stats report in a JSON format that includes parameters to identify both the user and the session. BlazeMeter, Inc. is a load testing service that enables DevOps to run open source based performance testing on any website, app or API, at massive scale, to validate performance at every software delivery stage."
149, BlazeMeter Create And Run Tests,https://www.programmableweb.com/api/blazemeter-create-and-run-tests-rest-api-v40, Testing," This BlazeMeter API enables you to create a test which will be available for future uses. This includes parameters for name, location, concurrency and more. BlazeMeter, Inc. is a load testing service that enables DevOps to run open source based performance testing on any website, app or API, at massive scale, to validate performance at every software delivery stage."
150, BlazeMeter Tests Scheduler,https://www.programmableweb.com/api/blazemeter-tests-scheduler-rest-api-v40, Performance," This BlazeMeter API enables you to schedule any available test or multi-test in advance. It includes parameters to identify the user, Test/Multi-test and the scheduling configuration on Cron format and more. BlazeMeter, Inc. is a load testing service that enables DevOps to run open source based performance testing on any website, app or API, at massive scale, to validate performance at every software delivery stage."
151, JitPack.io,https://www.programmableweb.com/api/jitpackio-rest-api, Tools," This JitPack API provides a way to build git libraries that you want to be available and enables you to search for build releases based on project name, get the latest build by tag, get a single build and it’s outcome for a project and get all builds for a project and build outcomes. It allows you to push your project to GitHub and includes; Single build, Latest build, Search and more. JitPack is a package repository for JVM and Android projects that builds Git projects on demand and provides ready-to-use artifacts."
152, DataKitchen,https://www.programmableweb.com/api/datakitchen-rest-api, Data," This API allows access to interact with the DataKitchen platform. It provides a way to utilize; encrypted cloud data, servers, databases, and software that includes; active-serving-watcher, config, config-list, file-compile, file-delete, file-diff and more. DataOps helps analytic teams rapidly produce insight, turn that insight into operational process, and continuously improve analytic operations and performance. DataKitchen is a DataOps movement to incorporate Agile Software Development, DevOps, and manufacturing based statistical process control into analytics and data management. The DataKitchen platform is built from the bottom up with a multi-tenant and secure cloud design for data-driven enterprises that enables them to support data analytics."
153, Alexa Skill Management,https://www.programmableweb.com/api/alexa-skill-management-rest-api, Tools," The Alexa Skill Management API provides RESTful HTTP interfaces for programmatically performing Alexa skill management tasks like creating a new skill or updating an interaction model. The API authenticates the caller through the Login with Amazon and allows developers to build tools or services that can create and update Alexa skills on behalf of their users. Developers can programmatically manage and test their skills with the Alexa Skill Management API (SMAPI) tool builders to manage and test Alexa skills and related resources such as interaction models. Alexa provides a way to create, update and test your Alexa skills from the command line interface and build voice experiences for your services and devices. Alexa is the voice service that powers Echo and provides a set of built-in abilities, or skills, that enable customers to interact with devices in a more intuitive way using voice commands. Amazon.com, Inc., is an American electronic commerce and cloud computing company that is one of the largest Internet-based retailer in the world by total sales and market capitalization."
154, Tyk Dashboard Admin,https://www.programmableweb.com/api/tyk-dashboard-admin-rest-api, Platform-as-a-Service," The Dashboard Admin API is a special bootstrapping API that can be used to set up and provision a Tyk Dashboard instance without the command line and is used by the bootstrap scripts that come with a Tyk On-Premises installation. This API should only be used for bootstrapping purposes, all actual interactions with dashboard objects should be done via the regular API. Tyk is an open source API Gateway that offers an Out of the box, API Management Platform with an API Gateway, API Analytics, Developer Portal and API Management Dashboard. Tyk.io is an open source, and scalable API management platform."
155, Tyk Dashboard,https://www.programmableweb.com/api/tyk-dashboard-rest-api, Platform-as-a-Service," The Tyk Dashboard API offers granular, programmatic access to a centralised database of resources that your Tyk nodes can pull from. It allows fine-grained, secure and multi-user access to your Tyk cluster, and should be used to manage a database-backed Tyk node. The Advanced API works seamlessly with the Tyk Dashboard and provides a structured security layer to managing Tyk nodes. Tyk is an open source API Gateway that offers an Out of the box, API Management Platform with an API Gateway, API Analytics, Developer Portal and API Management Dashboard. Tyk.io is an open source, and scalable API management platform."
156, Stoplight,https://www.programmableweb.com/api/stoplight-rest-api-v10, Tools," The Stoplight API enables you to programmatically get data out of, and put data into Stoplight. It allows you to publish and unpublish hosted documentation that enables automation and integrations into existing workflows. The Stoplight platform provides a suite of products that cover the entire pre-production API lifecycle to model, document, mock, and test web APIs."
157, SmartBear Ready,https://www.programmableweb.com/api/smartbear-ready-rest-api-v10, Tools," The SmartBear Ready API is a TestServer that is a REST based API testing platform to submit JSON test recipes using your favorite HTTP client or one of the existing open-source clients/tools on GitHub to run API tests either asynchronously or synchronously. SmartBear Software is a provider of software quality tools for teams that include SoapUI, TestComplete, AlertSite, SwaggerHub, QAComplete, xbrowsertesting and more."
158, WhoisXml Email Verification,https://www.programmableweb.com/api/whoisxml-email-verification-rest-api-v10, Email," The Whois XML Email Verification API is a validation tool to check the existence, validity, and quality of 300+ million email addresses. It verifies for syntax, typos and curse words, disposable email address, mail server existence, mailbox existence, and catch-all email addresses. It can be used to segment potentially dangerous emails and verify new user registration. Developers can make up to 1,000 queries per month for free."
