,name,city,date,link,description,compensation,employment_type,posting_info
55,State inspection and oil change technician,Malden,Aug 31,https://boston.craigslist.org/nos/trd/d/everett-state-inspection-and-oil-change/7528339418.html,"

QR Code Link to This Post


Oil change technician and state inspection. Monday thru Friday  7:30 to 4:00,will help get state inspection license!! Call days 781-322-6152   Hub Staters and Alternators inc.
",With interview!,full-time,2022-08-31 15
56,"NEED HANDYMAN FOR TASKS - at least $17/hr, Paid Daily",south shore,Aug 31,https://boston.craigslist.org/sob/lab/d/merrimac-need-handyman-for-tasks-at/7528338811.html,"

QR Code Link to This Post


Click to applyHandy for Pros is now Angi Services, a nationwide home services platform that is looking for professional handymen! Angi Services operates in more than 250 cities and has been featured in sites like Forbes, NYTimes, CNBC, The Economist.

Our app will connect you to customers instantly. Switch it on to see people near you who booked a handyman service. Claim the job. Arrive on time. Complete their service call. Get paid!

The details:

- Make money performing light handyman jobs: heavy lifting, carpentry, furniture assembly, tv mounting, painting, plumbing, and electrical tasks
- Complete transparency; see how much you earn per job before you claim it

Who are you?

- Are able to perform a variety of home improvement tasks independently
- Have all your own hand tools and power tools
- 18+ with paid experience in home improvement 

handyman jobs, find handyman jobs, handyman needed, angi services, angi services for pros, handy, handy pro, handy for pros, handy pros, taskrabbit, jobber,  , lyft, local handyman jobs,  handyman jobs near me, handyman work wanted, handyman vacancies, handyman looking for work, handyman jobs list, handyman employment, handyman jobs wanted, maintenance handyman jobs, maintenance man jobs, handyman jobs hiring, looking for handyman jobs, part time handyman jobs, handyman careers, home repair jobs, general handyman jobs, handyperson jobs, website for handyman jobs, general handyman, vacancies, plumbing jobs, electrician jobs, plumbing, moving help, moving jobs, moving job, painters, painting jobs, home service jobs, general workers, electrical job, furniture assembly, furniture assemply jobs, TV mounting job, installing jobs, fixing home services, plumbing service job, toilet fixing job, maintenance technician, good pay, general labor, manual labor, independent work, custodian, custodial, maintenance, professional cleaner, independent contractors, trabajos manitas, encontrar trabajos manitas, manitas necesitadas, trabajos manitas locales, trabajos manitas cerca de mi, trabajo manitas buscadas, empleos manitas, manitas buscando trabajo, lista de empleos manitas, empleos manitas, trabajos manitas buscados, trabajos manitas mantenimiento, trabajos manutención hombre, empleos de manitas que emplean, buscando trabajos de manitas, empleos de manitas de medio tiempo, carreras de manitas, trabajos de reparacion de casas, trabajos de manitas generales, trabajos de handyperson, sitio web para trabajos de mantenimiento, manitas generales, vacantes, trabajos de fontaneria, trabajos de electricista, fontaneria, ayuda de mudanza, mudanza, trabajos, trabajos en movimiento, pintores, trabajos de pintura, trabajos de servicio a domicilio, trabajadores en general, trabajos eléctricos, montaje de muebles, trabajos de muebles, trabajos de montaje de TV, instalación de trabajos, reparación de servicios a domicilio, trabajos de servicio de plomería, trabajos de reparación de inodoros, técnico de mantenimiento, buenos pago, mano de obra general, trabajo manual, trabajo independiente, custodio, custodia, mantenimiento, limpiador profesional, contratistas independientes, trabajo flexible, trabajo a tiempo parcial, trabajos a tiempo parcial, entrega a tiempo parcial, trabajo de conducción a tiempo parcial, trabajo a tiempo parcial, trabajo a tiempo parcial, trabajos a tiempo parcial, trabajo a tiempo completo, trabajos a tiempo completo, trabajo a tiempo completo, trabajos de tiempo completo, efectivo, efectivo rápido, efectivo rápido, entrega, estudiante, estudiantes, trabajo de estudiante, trabajos de estudiante, trabajo de universidad, trabajos universitarios, entrega de paquetes, entrega de pizza, independiente, concierto, compañero de trabajo, conductor, conductores, trabajo de manejo, trabajo de transporte, trabajo de nivel de entrada, trabajos de nivel de entrada, trabajo de conducción de nivel de entrada, ganar dinero fácil, limpiador de contratista, limpiador bajo demanda, trabajo de verano, trabajos de verano, trabajo estacional, trabajos de temporada, trabajo temporal, trabajos temporales, trabajo temporal , trabajo estacional, pasante, gimnasio, bajo demanda. We do welcome cleaners from other on demand services companies. Be your own boss, hours are completely flexible. We welcome those who have been working with other on-demand jobs, gigs. retail associate, customer service, desiners, general labor, actor, actress, admin, agency, artist, assistant, barista, bartender, broker, cab driver, cashier, chauffeur, cleaner, college student, customer service agent, chef, contract worker, cook, designer, dishwasher, dog walker, entrepreneurs, fitness trainer, food prep, food services, freelancer, handyman, hostess, insurance broker, instructor, intern, janitor, maid, maintenance, messenger, manager, management, musician, maid, office assistant, office administrator, photographer, private hire, professional driver, realtor, retail associate, sales associate, sales person, security, server, students, teacher, tutor, valet, veteran, waiter, waitress. Sé tu propio jefe, las horas son completamente flexibles. Damos la bienvenida a aquellos que han estado trabajando con otros trabajos a pedido, conciertos, Nuestros Manitas y Limpiadores trabajan a tiempo completo o parcial como minorista, asociado minorista, servicio al cliente, desiners, trabajo general, actor, actriz, administrador, agencia, artista, asistente, barista, cantinero, corredor, taxista, cajero, chófer, limpiador, estudiante universitario, agente de servicio al cliente, cocinero, trabajador subcontratado, cocinero, diseñador, lavaplatos, andador de perros, empresarios, preparador físico, preparación de alimentos, servicios alimenticios, autónomo, manitas, anfitriona, corredor de seguros, instructor, pasante, conserje, mucama , mantenimiento, mensajero, gerente, administración, músico, mucama, asistente de oficina, administrador de oficina, fotógrafo, alquiler privado, conductor profesional, agente inmobiliario, asociado minorista, asociado de ventas, persona de ventas, seguridad, servidor, estudiantes, maestro, tutor, ayuda de cámara, veterano, camarero, camarera., Seasonal, summer work, summer help, Temporary, summer shift, Evening hours, summer help, May jobs, summer money, Parttime, jobs for veterans, hire veterans, hire vets, jobs for military veterans, construction jobs, contract jobs, carpentry jobs, entry level construction jobs, construction worker jobs Lowes, Wayfair, Crate, Crate & Barrel, home improvement, toilets, sinks, garage, garage door opener, ceiling fan installation, ceiling fan, installation, replacement ",Up to $1000/week,contract,2022-08-31 15
57,HIRING Servers / Kitchen Crew - No Late Nights!,Plymouth,Aug 31,https://boston.craigslist.org/sob/fbh/d/plymouth-hiring-servers-kitchen-crew-no/7528338725.html,"

QR Code Link to This Post


Do you want a job that values you, and allows the opportunity for you to make a meaningful impact? Do you want to work only days, and no nights?

If you answered ‘yes’, we want you to meet our team of dedicated caring professionals.

NOW HIRING!
Servers
Kitchen Crew

APPLY TODAY:
https://app.jobvite.com/j?cj=oxmZjfwV&s=CraigsList

At Laurelwood at The Pinehills Senior Living your contribution is meaningful and rewarding.

Here, work is also our resident’s home. Our team is here to make their lives easier and happier. They, along with their families, trust you to provide quality compassionate care. Every day will bring something new and exciting. You will be more than an associate – You will be family.

Hear why our team loves working at the Laurelwood at The Pinehills Senior Living:
https://youtu.be/tHrhzkFOyHo

Joining the Laurelwood at The Pinehills Senior Living family will offer you benefits for growth, health and happiness:

Feeling valued for your contributions by encouraging and Supportive Leadership
Flexible Work Hours and Awesome Fringe Benefits
Paid Holidays, Vacation, Personal days and your Birthday!
Health Insurance (Including Vision and Dental)
401K Options + Company Match!
Free Meals
Access to Same-Day Pay
Tuition Reimbursement, Ongoing Education & In-services
Trainings and certifications will be available, and paid for by us, to the selected applicant.

APPLY TODAY:
https://app.jobvite.com/j?cj=oxmZjfwV&s=CraigsList

Live Well, Love Life

Thank you for your interest in working at Laurelwood at The Pinehills Senior Living!

Learn more about us:
Website: https://northbridgecommunities.com/laurelwood-at-the-pinehills/
Facebook: https://www.facebook.com/LaurelwoodatthePinehills

*All candidates will be required to show valid proof of full vaccination for COVID-19 before commencing work or commit to obtaining full vaccination within 30 days of commencing work, unless they receive an approved exemption.
",Hourly,part-time,2022-08-31 15
58,SERVERS,metro west,Aug 31,https://boston.craigslist.org/bmw/fbh/d/dedham-servers/7528335983.html,"

QR Code Link to This Post


Historic Private Country Club currently seeking full and part time servers, bartenders and food runners!!

Candidates must be energetic, positive, highly motivated individuals who will thrive in a fast-paced, team-oriented environment. Our team members work in many different areas of our club (Member Dining Room, Golf Course, Pool Operation and Private Events/Parties). 

Great job for students, teachers or parents seeking flexible hours. Experience not required; happy to train the right candidate!

Primary Responsibilities:
-Communicate in a professional manner with our staff, members & guests
-Proper serving & clearing of food & beverages
-Knowledge of the menu with the ability to answer questions on ingredients
-Knowledge of what beer, wine, & spirits are at our bar
-Proper use of the POS system
-Ensure proper set up of the dining room & server areas
-Follow all cleaning & side worksheets
-Assist with the setup & breakdown of events taking place at the Club
-Assist with additional duties assigned by management

Employee Benefits Include:
-Golf privileges available to employees in good standing at select times
-Two shift meals provided daily
-Free parking
-Exceptional Health benefit programs for full-time employees

This is an hourly position, competitive pay based on experience.
",Hourly pay based on experience,employee's choice,2022-08-31 15
59,MAINTENANCE TECHNICIAN-Jamaica Plain,Jamaica Plain,Aug 31,https://boston.craigslist.org/sob/trd/d/jamaica-plain-maintenance-technician/7528335663.html,"

QR Code Link to This Post


Successful applicants for this position must be fully vaccinated against COVID-19 as a condition of employment.  Requests for reasonable accommodation on the basis of disability or religion will be considered. 

Monday-Friday
Must be within 30 minutes to Jamaica Plain, MA  due to emergency situations that may arise.
8:00 a.m.- 4:30 p.m. Must be within 30 minutes to the property due to emergency situations that may arise.
20-26 Per Hour- Excellent Benefits
$ 1000.00 Sign On Bonus !


JOB DESCRIPTION

Title:			Maintenance Technician
FLSA Status:		Non-exempt
Department:		Maintenance
Reports to:		Maintenance Manager


SUMMARY:
The Maintenance Technician is responsible for maintaining the physical condition of the assigned property. 

ESSENTIAL DUTIES:
Reasonable accommodations may be made to enable individuals with disabilities to perform these essential functions.

•	Execute on daily maintenance requests (including, but not limited to: removing, maintaining, or adjusting apartment appliances, fans, microwaves, sinks, tiles, light fixtures and switches, circuit breakers, outlets, and smoke detectors) in a professional manner to acceptable standards.
•	Maintain and repair baths, sinks, toilets, toilet seats and vanities; remove and replace mirrors.
•	Move furniture as needed.
•	Perform routine maintenance such as touch-up painting, changing screens and replacing glass.
•	Participate in the emergency on-call rotation on designated weekends, evenings and holidays as required
•	Be available for emergency maintenance needs and back-to-back move-ins as needed
•	Appropriately report and address any hazardous conditions that exist on the property in a timely manner
•	Provide snow removal services, which may require reporting to work earlier than the scheduled start time to ensure properties are open and safe for residents.
•	Maintain roof area:  lubricate and replace turbines, gutters and make emergency repairs. 
•	Repair interior of the buildings such as doors, fire exits, glass repair, locks, tile replacement, and handrails. 
•	Assist in trash removal in the laundry room. 
•	Repair or replace batteries, time clocks, intercoms, and circuit breakers. 
•	Maintain boiler room:  lubricate circulators, valves, and emergency batteries.  
•	Monitor and work with outside contractors and suppliers.
•	Assist in emergency flood situations as needed.
•	Assist on truck deliveries as requested.
•	Maintain paperwork; consistently utilize the invoice system technology to process invoices.
•	Follow company policies and procedures at all times, including wearing appropriate company uniform, Steel toe shoes, PPE and following property safety techniques and protocols.
•	Complete required trainings as assigned.
•	Attend required meetings.

REQUIRED EDUCATION/EXPERIENCE:
High School Diploma or equivalent combination of education/experience.  Minimum of 6 months’ trade experience or general building maintenance.  Working knowledge of the equipment used in this job, including electrical and mechanical systems.  Ability to read, write and communicate in English.  Ability to follow detailed instructions.  Ability to pass background screening, Drug and Alcohol screening and Physical and Agility tests at time of hire and throughout employment.  

LICENSES/CERTIFICATIONS:
•	Valid U.S.  Driver’s License required

SUPERVISORY DUTIES:
None.

WORK ENVIRONMENT:
Possible exposure to moving mechanical parts and electric shock as well as toxic or caustic chemicals. Exposure to extremes in weather. 

It is the employee’s responsibility to use the personal protective equipment provided by Corcoran Management Company.  The employee must provide and wear OSHA approved steel tip shoes.

PHYSICAL DEMANDS:
Ability to meet/comply with the Job Specifications and Job Factors listed on the following pages.

TRAVEL REQUIREMENTS:
Local travel may be required between properties as needed.

OTHER DUTIES:
Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities and activities may change at any time with or without notice.

ACKNOWLEDGMENT:
Employee signature below indicates the employee's understanding of the requirements, essential functions and duties of the position.


Corcoran Companies is an Equal Opportunity Employer and will not accept or tolerate discrimination or harassment against any applicant or employee, intern, or volunteer based upon the following characteristics: race, color, religion, creed, national origin, ancestry, sex, age, qualified mental or physical disability or handicap, sexual orientation, gender identity/expression, transgender status, genetic information, pregnancy or pregnancy-related status, marital status, veteran status, military service, any application for any military service, or any other category or class protected by applicable federal, state, or local laws.
",20-26 Per Hour- Excellent Benefits- Sign On Bonus,full-time,2022-08-31 15
60,MAINTENANCE TECHNICIAN- Chelsea MA,Chelsea MA,Aug 31,https://boston.craigslist.org/sob/trd/d/chelsea-maintenance-technician-chelsea/7528334569.html,"

QR Code Link to This Post


Successful applicants for this position must be fully vaccinated against COVID-19 as a condition of employment.  Requests for reasonable accommodation on the basis of disability or religion will be considered. 

Parkside Commons/ Chelsea Place- Chelsea MA
TUESDAY-SATURDAY
8:00 A.M.- 4:30 P.M.
20-26 Per Hour- Excellent Benefits

Title:			Maintenance Technician
FLSA Status:		Non-exempt
Department:		Maintenance
Reports to:		Maintenance Manager


SUMMARY:
The Maintenance Technician is responsible for maintaining the physical condition of the assigned property. 

ESSENTIAL DUTIES:
Reasonable accommodations may be made to enable individuals with disabilities to perform these essential functions.

•	Execute on daily maintenance requests (including, but not limited to: removing, maintaining, or adjusting apartment appliances, fans, microwaves, sinks, tiles, light fixtures and switches, circuit breakers, outlets, and smoke detectors) in a professional manner to acceptable standards.
•	Maintain and repair baths, sinks, toilets, toilet seats and vanities; remove and replace mirrors.
•	Move furniture as needed.
•	Perform routine maintenance such as touch-up painting, changing screens and replacing glass.
•	Participate in the emergency on-call rotation on designated weekends, evenings and holidays as required
•	Be available for emergency maintenance needs and back-to-back move-ins as needed
•	Appropriately report and address any hazardous conditions that exist on the property in a timely manner
•	Provide snow removal services, which may require reporting to work earlier than the scheduled start time to ensure properties are open and safe for residents.
•	Maintain roof area:  lubricate and replace turbines, gutters and make emergency repairs. 
•	Repair interior of the buildings such as doors, fire exits, glass repair, locks, tile replacement, and handrails. 
•	Assist in trash removal in the laundry room. 
•	Repair or replace batteries, time clocks, intercoms, and circuit breakers. 
•	Maintain boiler room:  lubricate circulators, valves, and emergency batteries.  
•	Monitor and work with outside contractors and suppliers.
•	Assist in emergency flood situations as needed.
•	Assist on truck deliveries as requested.
•	Maintain paperwork; consistently utilize the invoice system technology to process invoices.
•	Follow company policies and procedures at all times, including wearing appropriate company uniform, Steel toe shoes, PPE and following property safety techniques and protocols.
•	Complete required trainings as assigned.
•	Attend required meetings.

REQUIRED EDUCATION/EXPERIENCE:
High School Diploma or equivalent combination of education/experience.  Minimum of 6 months’ trade experience or general building maintenance.  Working knowledge of the equipment used in this job, including electrical and mechanical systems.  Ability to read, write and communicate in English.  Ability to follow detailed instructions.  Ability to pass background screening, Drug and Alcohol screening and Physical and Agility tests at time of hire and throughout employment.  

LICENSES/CERTIFICATIONS:
•	Valid U.S.  Driver’s License required

SUPERVISORY DUTIES:
None.

WORK ENVIRONMENT:
Possible exposure to moving mechanical parts and electric shock as well as toxic or caustic chemicals. Exposure to extremes in weather. 

It is the employee’s responsibility to use the personal protective equipment provided by Corcoran Management Company.  The employee must provide and wear OSHA approved steel tip shoes.

PHYSICAL DEMANDS:
Ability to meet/comply with the Job Specifications and Job Factors listed on the following pages.

TRAVEL REQUIREMENTS:
Local travel may be required between properties as needed.

OTHER DUTIES:
Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities and activities may change at any time with or without notice.



Corcoran Companies is an Equal Opportunity Employer and will not accept or tolerate discrimination or harassment against any applicant or employee, intern, or volunteer based upon the following characteristics: race, color, religion, creed, national origin, ancestry, sex, age, qualified mental or physical disability or handicap, sexual orientation, gender identity/expression, transgender status, genetic information, pregnancy or pregnancy-related status, marital status, veteran status, military service, any application for any military service, or any other category or class protected by applicable federal, state, or local laws.




",20-26 Per Hour- Excellent Benefits- Sign On Bonus,full-time,2022-08-31 15
61,HIRING Servers & Kitchen Crew - No late nights!,Wayland,Aug 31,https://boston.craigslist.org/bmw/fbh/d/wayland-hiring-servers-kitchen-crew-no/7528333824.html,"

QR Code Link to This Post


Do you want a job that values you, and allows the opportunity for you to make a meaningful impact? Do you want to work only days, and no nights?

If you answered ‘yes’, we want you to meet our team of dedicated caring professionals.

NOW HIRING!
Chefs
Servers
Kitchen Crew

APPLY TODAY:
https://app.jobvite.com/j?cj=oiIckfwg&s=CraigsList

At Carriage House at Lee's Farm Senior Living your contribution is meaningful and rewarding.

Here, work is also our resident’s home. Our team is here to make their lives easier and happier. They, along with their families, trust you to provide quality compassionate care. Every day will bring something new and exciting. You will be more than an associate – You will be family.

Hear why our team loves working at the Carriage House at Lee's Farm Senior Living:
https://youtu.be/tHrhzkFOyHo

Joining the Carriage House at Lee's Farm Senior Living family will offer you benefits for growth, health and happiness:

Feeling valued for your contributions by encouraging and Supportive Leadership
Flexible Work Hours and Awesome Fringe Benefits
Paid Holidays, Vacation, Personal days and your Birthday!
Health Insurance (Including Vision and Dental)
401K Options + Company Match!
Free Meals
Access to Same-Day Pay
Tuition Reimbursement, Ongoing Education & In-services
Trainings and certifications will be available, and paid for by us, to the selected applicant.

APPLY TODAY:
https://app.jobvite.com/j?cj=oiIckfwg&s=CraigsList

Live Well, Love Life

Thank you for your interest in working at Carriage House at Lee's Farm Senior Living!

Learn more about us:
Website: https://northbridgecommunities.com/carriage-house-at-lees-farm/
Facebook: https://www.facebook.com/CarriageHouseAtLeesFarm

*All candidates will be required to show valid proof of full vaccination for COVID-19 before commencing work or commit to obtaining full vaccination within 30 days of commencing work, unless they receive an approved exemption.
",Hourly,full-time,2022-08-31 15
62,Maintenance Technician-Framingham MA,Framingham,Aug 31,https://boston.craigslist.org/nos/trd/d/framingham-maintenance-technician/7528333458.html,"

QR Code Link to This Post


Successful applicants for this position must be fully vaccinated against COVID-19 as a condition of employment.  Requests for reasonable accommodation on the basis of disability or religion will be considered. 

Monday-Friday
8:00 a.m.- 4:30 p.m.
23.00 Per Hour- Excellent Benefits ( Must be within 30 minutes to the property due to emergency situations )
$ 1000.00 Sign On Bonus~


Title:			Maintenance Technician
FLSA Status:		Non-exempt
Department:		Maintenance
Reports to:		Maintenance Manager


SUMMARY:
The Maintenance Technician is responsible for maintaining the physical condition of the assigned property. 

ESSENTIAL DUTIES:
Reasonable accommodations may be made to enable individuals with disabilities to perform these essential functions.

•	Execute on daily maintenance requests (including, but not limited to: removing, maintaining, or adjusting apartment appliances, fans, microwaves, sinks, tiles, light fixtures and switches, circuit breakers, outlets, and smoke detectors) in a professional manner to acceptable standards.
•	Maintain and repair baths, sinks, toilets, toilet seats and vanities; remove and replace mirrors.
•	Move furniture as needed.
•	Perform routine maintenance such as touch-up painting, changing screens and replacing glass.
•	Participate in the emergency on-call rotation on designated weekends, evenings and holidays as required
•	Be available for emergency maintenance needs and back-to-back move-ins as needed
•	Appropriately report and address any hazardous conditions that exist on the property in a timely manner
•	Provide snow removal services, which may require reporting to work earlier than the scheduled start time to ensure properties are open and safe for residents.
•	Maintain roof area:  lubricate and replace turbines, gutters and make emergency repairs. 
•	Repair interior of the buildings such as doors, fire exits, glass repair, locks, tile replacement, and handrails. 
•	Assist in trash removal in the laundry room. 
•	Repair or replace batteries, time clocks, intercoms, and circuit breakers. 
•	Maintain boiler room:  lubricate circulators, valves, and emergency batteries.  
•	Monitor and work with outside contractors and suppliers.
•	Assist in emergency flood situations as needed.
•	Assist on truck deliveries as requested.
•	Maintain paperwork; consistently utilize the invoice system technology to process invoices.
•	Follow company policies and procedures at all times, including wearing appropriate company uniform, Steel toe shoes, PPE and following property safety techniques and protocols.
•	Complete required trainings as assigned.
•	Attend required meetings.

REQUIRED EDUCATION/EXPERIENCE:
High School Diploma or equivalent combination of education/experience.  Minimum of 6 months’ trade experience or general building maintenance.  Working knowledge of the equipment used in this job, including electrical and mechanical systems.  Ability to read, write and communicate in English.  Ability to follow detailed instructions.  Ability to pass background screening, Drug and Alcohol screening and Physical and Agility tests at time of hire and throughout employment.  

LICENSES/CERTIFICATIONS:
•	Valid U.S.  Driver’s License required

SUPERVISORY DUTIES:
None.

WORK ENVIRONMENT:
Possible exposure to moving mechanical parts and electric shock as well as toxic or caustic chemicals. Exposure to extremes in weather. 

It is the employee’s responsibility to use the personal protective equipment provided by Corcoran Management Company.  The employee must provide and wear OSHA approved steel tip shoes.

PHYSICAL DEMANDS:
Ability to meet/comply with the Job Specifications and Job Factors listed on the following pages.

TRAVEL REQUIREMENTS:
Local travel may be required between properties as needed.

OTHER DUTIES:
Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities and activities may change at any time with or without notice.




Corcoran Companies is an Equal Opportunity Employer and will not accept or tolerate discrimination or harassment against any applicant or employee, intern, or volunteer based upon the following characteristics: race, color, religion, creed, national origin, ancestry, sex, age, qualified mental or physical disability or handicap, sexual orientation, gender identity/expression, transgender status, genetic information, pregnancy or pregnancy-related status, marital status, veteran status, military service, any application for any military service, or any other category or class protected by applicable federal, state, or local laws.
",23.00 Per Hour- Excellent Benefits,full-time,2022-08-31 15
63,Mover/Packer - FT/PT,Holliston,Aug 31,https://boston.craigslist.org/bmw/lab/d/holliston-mover-packer-ft-pt/7528332276.html,"

QR Code Link to This Post


Busy pack and ship store in Holliston has full and part time openings for Mover/Packer positions.  
Duties include:
- Loading/unloading furniture, artwork, and cartons of personal effects into moving van
- Examining collected items for damages and taking pictures of same
- Blanket wrapping and strapping furniture for safe transport
- Completing paperwork, as required
- Packing items as per instruction
- Providing a high level of customer service
Valid driver's license and clean driving record required.  Previous moving/packing experience is a plus, but will train.  Competitive hourly wage based on experience. 
 For more information, please reply to this post or call (781) 449-1231.
    ",$20/hr to start.  Rate negotiable for experience movers.,employee's choice,2022-08-31 15
64,Prep Cook Needed for Pasta + Pizza ($20/hr +),Boston,Aug 31,https://boston.craigslist.org/gbs/fbh/d/jamaica-plain-prep-cook-needed-for/7528331791.html,"

QR Code Link to This Post


ABOUT THE RESTAURANT
Located in the heart of Jamaica Plain, MA, Tonino is a neighborhood restaurant first and an Italian restaurant second. Drawing inspiration from the trattorias, enotecas and aperitivo bars that are the heartbeat to the smaller neighborhoods surrounding Rome’s city center, Tonino serves to be a space for locals to gather, relax and be in community with one another. 

Claire Makley and Luke Fetbroth partner with local restaurateur David Doyle (Tres Gatos, Casa Verde) to bring handmade pastas, Sicilian-style pizza, and an eclectic, food-centric beverage program to their own neighborhood.

COMPENSATION 
Start at $20 per hour plus your portion of our 5% Kitchen Appreciation fee.

SCHEDULE 
Full time preferred.  Part time available. We are closed Tuesdays and Wednesdays.

BENEFITS
We want to offer employee benefits that our employees will actually use. As part of our opening  team, you will have the opportunity to help craft our benefits package based on group feedback and our finite benefits budget. In the meantime, you can expect:
-Weekly  payroll.
-Medical, Vision, Dental benefits.
-Financial Literacy classes.
-Opportunities for additional professional development.
-A delicious, wholesome family meal.

JOB DETAILS
-Maintains a respectful (read: quick-footed) pace at all times.
-Ability to multitask in high pressure situations.
-A positive attitude towards your work and your team.
-Performing opening or closing duties as our standards require.
-Ability to read and execute recipes. 
-Prepping items for the restaurant for daily service and also for the weekly prep schedule.
-Have the ability to lift 50 pounds.
-Have the ability to stand for over 8 hours.
-Provide the highest level quality execution to all prep recipes.
-Helps our dishwashers with dishes and cleaning projects during down time.
-Maintains sanitation to Department of Health standards; keeps work areas clean and organized.
-Helps receive and organize  orders on an as needed basis.
-Maintains refrigerators, freezers and dry storage areas in a clean and organized fashion.

Cocinero de Preparación
$20/hr + 

Remuneración y beneficios para los empleados
Queremos ofrecer beneficios a los empleados que realmente utilicen. Como parte de nuestro equipo de
apertura, usted tendrá la oportunidad de ayudar a elaborar nuestro paquete de beneficios basado en la
retroalimentación del grupo y nuestro presupuesto de beneficios. Aunque hay más cosas por venir,
puedes esperar:
-Un horario fijo mensual (la planificación es importante, para su vida y la nuestra).
-Nómina semanal.
-Beneficios médicos, visuales y dentales para los empleados a tiempo completo.
-Clases de educación financiera.
-Oportunidades de desarrollo profesional adicional.
-Una deliciosa y saludable comida familiar.

Compensación
Comienza con $20 por hora más su parte de nuestra tarifa de apreciación de la cocina del 5%.

Horario
Preferiblemente a tiempo completo. Tiempo parcial disponible. Cerramos los martes y miércoles.

Nuestra misión es ser un negocio que nutra a nuestra comunidad en más de un sentido. Esa comunidad
comienza con nuestro equipo.
Buscamos miembros del equipo que estén motivados, sean positivos y se esfuercen continuamente por
crecer. Crecer significa sentirse cómodo con el cambio (incluso cuando es incómodo), cometer errores
(¡y aprender de ellos!) y tener la capacidad de reírse por el camino (¡un buen sentido del humor es
imprescindible!).

Se anima a personas de todos los orígenes, edades e identidades a presentar su candidatura. No se
aceptaran personas que discriminen a otros por motivos de raza, religión, identificación de género,
orientación sexual, nacionalidad, etnia o capacidad.
No se requiere experiencia profesional en la cocina, pero es una ventaja.


Acerca de Tonino
Situado en el corazón de Jamaica Plain, MA, Tonino es un restaurante de barrio primero y un
restaurante italiano después. Inspirándose en las trattorias, enotecas y bares de aperitivos que son el
corazón de los pequeños barrios que rodean el centro de Roma, Tonino sirve para ser un espacio para
que los lugareños se reúnan, se relajen y estén en comunidad unos con otros.

Claire Makley y Luke Fetbroth se asocian con el restaurador local David Doyle (Tres Gatos, Casa Verde)
para llevar a su propio barrio pastas hechas a mano, pizza al estilo siciliano y un programa de bebidas
ecléctico y centrado en la comida.

Requisitos de rendimiento
- Actitud positiva y buen sentido del humor.
- Una mentalidad orientada al equipo.
- Ganas de aprender sobre la producción de masa y pasta. ¡Habrá mucho de ambas cosas!


Descripción del trabajo
- Mantener un ritmo respetuoso (léase: rápido) en todo momento.
- Capacidad para realizar varias tareas en situaciones de alta presión.
- Actitud positiva hacia su trabajo y su equipo.
- Realización de tareas de apertura o cierre según nuestros estándares.
- Capacidad para leer y ejecutar recetas.
- Preparar artículos para el restaurante para el servicio diario y también para el programa de preparación
semanal.
- Tener la capacidad de levantar 50 libras.
- Tener la capacidad de estar de pie durante más de 8 horas.
- Proporcionar el más alto nivel de calidad en la ejecución de todas las recetas de preparación.
- Ayudar a nuestros lavavajillas con los platos y proyectos de limpieza durante el tiempo de inactividad.
- Mantener la higiene según las normas del Departamento de Salud; mantener las áreas de trabajo
limpias y organizadas.
- Ayudar a recibir y organizar los pedidos cuando sea necesario.
- Mantener los refrigeradores, congeladores y áreas de almacenamiento en seco de una manera limpia y
organizada.
",$20/hr starting + 5% Kitchen Appreciation Fee,employee's choice,2022-08-31 15
65,Maintenance Technician,"Lynn, MA",Aug 31,https://boston.craigslist.org/nos/trd/d/lynn-maintenance-technician/7528331315.html,"

QR Code Link to This Post


HallKeen Management has an opening for a full-time maintenance technician. The position is part of a team responsible for the maintenance and operation of a 334 unit residential community located in Lynn, MA. Individual must be highly motivated and have experience and skills in building maintenance including plumbing, electrical and carpentry repairs. Duties include completing routine service requests, preventative maintenance and unit turnover repairs.  Additional responsibilities include, but are not limited to, snow removal, lock-out response and common area building repairs as needed. 

In addition to possessing the skills noted above, the successful candidate must have excellent interpersonal skills. Experience in the multifamily housing industry is preferred. Some computer experience is necessary.  The candidate must be available for emergency on-call response on a rotating basis. 

The position is full time, 40 hours per week, reporting to the Maintenance Director and offers the right candidate the opportunity to enhance his/her current skills, acquire new knowledge and grow with our company. 

Benefits:                                                                                                                                                  
Full time position offers a competitive benefit program to include Medical, Dental, Vision, Health FSA, Dependent Care FSA, Short-Term Disability, Long Term Disability, Life Insurance, Home and Auto Discount program, Vendor Discount Program, 401(k) with matching contribution, Accrued Vacation, Sick, and Personal time and Paid Holiday Benefit.

",DOE,full-time,2022-08-31 15
